CrashID,State,Date,Month,Year,Dayweek,Time,Crash_Type,Number_of_Fatalities,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Articulated_Truck_Involvement,Speed_Limit
3201701010001,QLD,01-JAN-2017,1,2017,Sunday,0:00:00,Pedestrian,1,No,No,No,50
5201701010001,WA,01-JAN-2017,1,2017,Sunday,16:30:00, Multiple vehicle,1,No,No,No,100
5201701010002,WA,01-JAN-2017,1,2017,Sunday,17:14:00, Multiple vehicle,1,No,No,No,70
1201701020001,NSW,02-JAN-2017,1,2017,Monday,18:10:00,Single vehicle,1,No,No,No,50
1201701020002,NSW,02-JAN-2017,1,2017,Monday,13:15:00, Multiple vehicle,1,No,No,No,80
3201701020002,QLD,02-JAN-2017,1,2017,Monday,3:00:00,Pedestrian,1,No,No,No,100
5201701020003,WA,02-JAN-2017,1,2017,Monday,18:27:00,Single vehicle,1,No,No,No,110
1201701030003,NSW,03-JAN-2017,1,2017,Tuesday,14:15:00, Multiple vehicle,2,No,Yes,Yes,100
3201701030003,QLD,03-JAN-2017,1,2017,Tuesday,16:00:00, Multiple vehicle,1,No,No,No,100
5201701030004,WA,03-JAN-2017,1,2017,Tuesday,15:21:00, Multiple vehicle,1,No,No,No,70
3201701040004,QLD,04-JAN-2017,1,2017,Wednesday,19:00:00, Multiple vehicle,1,No,No,No,100
1201701050004,NSW,05-JAN-2017,1,2017,Thursday,10:18:00,Pedestrian,1,No,No,Yes,60
2201701050001,VIC,05-JAN-2017,1,2017,Thursday,17:28:00, Multiple vehicle,1,No,No,No,100
8201701050001,ACT,05-JAN-2017,1,2017,Thursday,16:00:00,Single vehicle,1,No,No,No, 
2201701060002,VIC,06-JAN-2017,1,2017,Friday,17:00:00, Multiple vehicle,1,No,No,No,100
3201701060005,QLD,06-JAN-2017,1,2017,Friday,1:00:00,Single vehicle,1,No,No,No,100
3201701060006,QLD,06-JAN-2017,1,2017,Friday,19:00:00, Multiple vehicle,1,No,No,No,50
1201701070005,NSW,07-JAN-2017,1,2017,Saturday,12:58:00, Multiple vehicle,1,No,No,No,100
5201701080005,WA,08-JAN-2017,1,2017,Sunday,10:23:00,Single vehicle,1,No,No,No, 
1201701090006,NSW,09-JAN-2017,1,2017,Monday,10:50:00,Single vehicle,1,No,No,No,70
2201701090003,VIC,09-JAN-2017,1,2017,Monday,15:30:00,Single vehicle,1,No,No,No,50
1201701100007,NSW,10-JAN-2017,1,2017,Tuesday,14:20:00, Multiple vehicle,1,No,No,No,100
3201701100007,QLD,10-JAN-2017,1,2017,Tuesday,12:00:00,Pedestrian,1,No,Yes,Yes,100
3201701100008,QLD,10-JAN-2017,1,2017,Tuesday,22:00:00,Single vehicle,1,No,No,No,50
4201701100001,SA,10-JAN-2017,1,2017,Tuesday,9:25:00, Multiple vehicle,1,No,No,No,100
1201701110008,NSW,11-JAN-2017,1,2017,Wednesday,21:30:00,Single vehicle,1,No,No,No,100
2201701110004,VIC,11-JAN-2017,1,2017,Wednesday,3:50:00,Single vehicle,1,No,No,No,100
2201701110005,VIC,11-JAN-2017,1,2017,Wednesday,14:30:00, Multiple vehicle,1,No,No,Yes,100
4201701110002,SA,11-JAN-2017,1,2017,Wednesday,21:00:00,Pedestrian,1,No,No,No,50
5201701110006,WA,11-JAN-2017,1,2017,Wednesday,18:30:00,Single vehicle,1,No,No,No,80
1201701120009,NSW,12-JAN-2017,1,2017,Thursday,21:50:00,Single vehicle,1,No,No,No,100
2201701120006,VIC,12-JAN-2017,1,2017,Thursday,8:55:00, Multiple vehicle,1,No,Yes,No, 
3201701120009,QLD,12-JAN-2017,1,2017,Thursday,0:00:00,Single vehicle,1,No,No,No,80
3201701120010,QLD,12-JAN-2017,1,2017,Thursday,15:00:00, Multiple vehicle,1,No,No,No,60
1201701130010,NSW,13-JAN-2017,1,2017,Friday,14:29:00,Single vehicle,1,No,No,No,50
1201701130011,NSW,13-JAN-2017,1,2017,Friday,18:00:00,Single vehicle,1,No,No,No,100
2201701130007,VIC,13-JAN-2017,1,2017,Friday,16:45:00,Single vehicle,1,No,No,No,100
3201701130011,QLD,13-JAN-2017,1,2017,Friday,18:00:00,Single vehicle,1,No,No,No,80
3201701130012,QLD,13-JAN-2017,1,2017,Friday,22:00:00,Single vehicle,1,No,No,No,50
3201701130013,QLD,13-JAN-2017,1,2017,Friday,22:00:00,Single vehicle,1,No,No,No,80
4201701130003,SA,13-JAN-2017,1,2017,Friday,0:15:00, Multiple vehicle,1,No,Yes,No,110
5201701130007,WA,13-JAN-2017,1,2017,Friday,17:30:00,Single vehicle,1,No,No,No,90
6201701130001,TAS,13-JAN-2017,1,2017,Friday,16:10:00, Multiple vehicle,1,No,No,No,60
6201701130002,TAS,13-JAN-2017,1,2017,Friday,19:00:00,Single vehicle,1,No,No,No,100
2201701140008,VIC,14-JAN-2017,1,2017,Saturday,0:35:00,Single vehicle,1,No,No,No,60
2201701150009,VIC,15-JAN-2017,1,2017,Sunday,16:50:00, Multiple vehicle,1,No,No,No,100
1201701160012,NSW,16-JAN-2017,1,2017,Monday,2:45:00,Pedestrian,1,No,Yes,No,60
2201701160010,VIC,16-JAN-2017,1,2017,Monday,7:59:00,Pedestrian,1,No,No,No,60
3201701160014,QLD,16-JAN-2017,1,2017,Monday,17:00:00, Multiple vehicle,1,No,No,No,80
3201701160015,QLD,16-JAN-2017,1,2017,Monday,18:00:00,Single vehicle,1,No,No,No,70
5201701160008,WA,16-JAN-2017,1,2017,Monday,1:20:00, Multiple vehicle,1,No,Yes,No,50
1201701170013,NSW,17-JAN-2017,1,2017,Tuesday,17:40:00, Multiple vehicle,1,No,No,No,80
2201701170011,VIC,17-JAN-2017,1,2017,Tuesday,16:00:00, Multiple vehicle,1,No,No,Yes,110
1201701180014,NSW,18-JAN-2017,1,2017,Wednesday,13:12:00, Multiple vehicle,3,No,No,No,60
5201701180009,WA,18-JAN-2017,1,2017,Wednesday,5:15:00,Single vehicle,1,No,No,No,110
7201701180001,NT,18-JAN-2017,1,2017,Wednesday,16:58:00, Multiple vehicle,2,No,No,No,110
1201701200015,NSW,20-JAN-2017,1,2017,Friday,21:30:00,Single vehicle,1,No,No,No,100
1201701210016,NSW,21-JAN-2017,1,2017,Saturday,17:25:00, Multiple vehicle,1,No,No,No,70
2201701210012,VIC,21-JAN-2017,1,2017,Saturday,16:47:00, Multiple vehicle,1,No,No,No,60
3201701210016,QLD,21-JAN-2017,1,2017,Saturday,6:00:00, Multiple vehicle,1,No,No,No,100
3201701210017,QLD,21-JAN-2017,1,2017,Saturday,14:00:00, Multiple vehicle,2,No,No,No,90
1201701220017,NSW,22-JAN-2017,1,2017,Sunday,22:25:00,Single vehicle,1,No,No,No,100
2201701220013,VIC,22-JAN-2017,1,2017,Sunday,16:50:00, Multiple vehicle,1,No,No,No,100
1201701230018,NSW,23-JAN-2017,1,2017,Monday,13:30:00,Single vehicle,1,No,No,No,80
1201701230019,NSW,23-JAN-2017,1,2017,Monday,12:05:00,Pedestrian,1,No,Yes,No,60
5201701230010,WA,23-JAN-2017,1,2017,Monday,11:43:00,Single vehicle,1,No,No,No,80
1201701240020,NSW,24-JAN-2017,1,2017,Tuesday,17:25:00, Multiple vehicle,1,No,No,No,90
2201701240014,VIC,24-JAN-2017,1,2017,Tuesday,16:30:00, Multiple vehicle,1,No,No,No,60
3201701240018,QLD,24-JAN-2017,1,2017,Tuesday,3:00:00, Multiple vehicle,1,No,No,No,100
5201701240011,WA,24-JAN-2017,1,2017,Tuesday,19:58:00, Multiple vehicle,1,No,No,No,60
5201701240012,WA,24-JAN-2017,1,2017,Tuesday,12:48:00, Multiple vehicle,1,No,No,No,60
1201701250021,NSW,25-JAN-2017,1,2017,Wednesday,11:55:00, Multiple vehicle,1,Yes,No,Yes,100
2201701250015,VIC,25-JAN-2017,1,2017,Wednesday,18:50:00, Multiple vehicle,1,No,No,No,100
1201701270022,NSW,27-JAN-2017,1,2017,Friday,13:55:00, Multiple vehicle,1,No,No,Yes,90
1201701270023,NSW,27-JAN-2017,1,2017,Friday,23:55:00,Single vehicle,1,No,No,No,100
2201701270016,VIC,27-JAN-2017,1,2017,Friday,3:50:00,Single vehicle,1,No,No,No,100
4201701270004,SA,27-JAN-2017,1,2017,Friday,15:25:00, Multiple vehicle,2,No,No,No,90
1201701280024,NSW,28-JAN-2017,1,2017,Saturday,7:50:00,Single vehicle,1,No,Yes,No,70
3201701280019,QLD,28-JAN-2017,1,2017,Saturday,11:00:00,Single vehicle,1,No,No,No,80
5201701280013,WA,28-JAN-2017,1,2017,Saturday,21:30:00,Single vehicle,1,No,No,No,20
5201701280014,WA,28-JAN-2017,1,2017,Saturday,1:33:00,Single vehicle,1,No,No,No,70
2201701290017,VIC,29-JAN-2017,1,2017,Sunday,4:30:00,Pedestrian,1,No,No,No,100
3201701290020,QLD,29-JAN-2017,1,2017,Sunday,9:00:00,Single vehicle,1,No,No,No,80
5201701290015,WA,29-JAN-2017,1,2017,Sunday,12:11:00, Multiple vehicle,2,No,No,No,110
1201701300025,NSW,30-JAN-2017,1,2017,Monday,14:28:00, Multiple vehicle,2,No,No,No,100
3201701310021,QLD,31-JAN-2017,1,2017,Tuesday,12:00:00, Multiple vehicle,1,No,No,Yes,100
3201701310022,QLD,31-JAN-2017,1,2017,Tuesday,12:00:00,Pedestrian,1,Yes,No,No,50
7201701310002,NT,31-JAN-2017,1,2017,Tuesday,23:30:00,Pedestrian,1,No,No,No,130
1201702010026,NSW,01-FEB-2017,2,2017,Wednesday,7:45:00,Single vehicle,1,No,No,No,80
2201702020018,VIC,02-FEB-2017,2,2017,Thursday,11:30:00,Single vehicle,1,No,No,No,100
3201702020023,QLD,02-FEB-2017,2,2017,Thursday,22:00:00,Single vehicle,1,No,No,Yes,80
1201702030027,NSW,03-FEB-2017,2,2017,Friday,12:50:00,Pedestrian,1,No,Yes,No,50
2201702030019,VIC,03-FEB-2017,2,2017,Friday,7:30:00,Single vehicle,1,No,No,No,100
5201702030016,WA,03-FEB-2017,2,2017,Friday,15:55:00, Multiple vehicle,1,No,Yes,No,110
3201702040024,QLD,04-FEB-2017,2,2017,Saturday,7:00:00,Single vehicle,1,No,No,No,110
3201702050025,QLD,05-FEB-2017,2,2017,Sunday,3:00:00,Single vehicle,1,No,No,No,60
7201702050003,NT,05-FEB-2017,2,2017,Sunday,0:45:00,Single vehicle,1,No,No,No,100
1201702060028,NSW,06-FEB-2017,2,2017,Monday,14:50:00, Multiple vehicle,1,No,No,No,50
3201702060026,QLD,06-FEB-2017,2,2017,Monday,11:00:00, Multiple vehicle,1,No,No,No,60
4201702060005,SA,06-FEB-2017,2,2017,Monday,23:15:00,Single vehicle,1,No,No,No,100
2201702070020,VIC,07-FEB-2017,2,2017,Tuesday,14:45:00,Single vehicle,1,No,No,Yes,100
1201702080029,NSW,08-FEB-2017,2,2017,Wednesday,15:50:00, Multiple vehicle,1,No,No,Yes,80
1201702080030,NSW,08-FEB-2017,2,2017,Wednesday,21:50:00, Multiple vehicle,1,No,No,Yes,110
2201702080021,VIC,08-FEB-2017,2,2017,Wednesday,10:55:00,Single vehicle,1,No,No,No,100
4201702080006,SA,08-FEB-2017,2,2017,Wednesday,10:50:00,Single vehicle,1,No,No,No,10
2201702090022,VIC,09-FEB-2017,2,2017,Thursday,14:00:00,Single vehicle,1,No,No,No,100
1201702100031,NSW,10-FEB-2017,2,2017,Friday,2:00:00, Multiple vehicle,1,No,No,Yes,80
3201702100027,QLD,10-FEB-2017,2,2017,Friday,19:00:00, Multiple vehicle,1,No,No,No,80
4201702100007,SA,10-FEB-2017,2,2017,Friday,16:15:00, Multiple vehicle,1,No,No,Yes,100
5201702100017,WA,10-FEB-2017,2,2017,Friday,16:45:00, Multiple vehicle,1,No,No,No,100
5201702100018,WA,10-FEB-2017,2,2017,Friday,18:15:00,Single vehicle,1,No,No,No,50
5201702100019,WA,10-FEB-2017,2,2017,Friday,9:30:00,Single vehicle,1,No,No,No,110
1201702110032,NSW,11-FEB-2017,2,2017,Saturday,20:30:00,Single vehicle,1,No,No,No,100
5201702110020,WA,11-FEB-2017,2,2017,Saturday,15:35:00,Single vehicle,1,No,No,No,110
1201702120033,NSW,12-FEB-2017,2,2017,Sunday,12:50:00,Single vehicle,1,No,No,No,80
3201702120028,QLD,12-FEB-2017,2,2017,Sunday,19:00:00,Pedestrian,1,No,No,No,60
4201702120008,SA,12-FEB-2017,2,2017,Sunday,20:05:00,Pedestrian,1,No,No,No,50
2201702130023,VIC,13-FEB-2017,2,2017,Monday,15:36:00, Multiple vehicle,1,No,No,No,60
2201702150024,VIC,15-FEB-2017,2,2017,Wednesday,18:44:00,Single vehicle,1,No,No,No,100
3201702150029,QLD,15-FEB-2017,2,2017,Wednesday,15:00:00, Multiple vehicle,1,No,No,Yes,100
3201702150030,QLD,15-FEB-2017,2,2017,Wednesday,15:00:00, Multiple vehicle,1,No,No,No,100
1201702160034,NSW,16-FEB-2017,2,2017,Thursday,17:06:00,Single vehicle,1,No,No,No,100
1201702160035,NSW,16-FEB-2017,2,2017,Thursday,21:15:00, Multiple vehicle,1,No,No,No,60
2201702160025,VIC,16-FEB-2017,2,2017,Thursday,21:32:00,Single vehicle,1,No,No,No,80
3201702160031,QLD,16-FEB-2017,2,2017,Thursday,15:00:00,Single vehicle,1,No,No,No,100
1201702170036,NSW,17-FEB-2017,2,2017,Friday,17:44:00,Single vehicle,1,No,No,No,80
2201702170026,VIC,17-FEB-2017,2,2017,Friday,20:40:00,Single vehicle,1,No,No,No,100
2201702170027,VIC,17-FEB-2017,2,2017,Friday,22:44:00,Single vehicle,1,No,No,No,50
3201702170032,QLD,17-FEB-2017,2,2017,Friday,5:00:00, Multiple vehicle,1,No,No,No,60
3201702170033,QLD,17-FEB-2017,2,2017,Friday,18:00:00,Single vehicle,1,No,No,No,110
1201702180037,NSW,18-FEB-2017,2,2017,Saturday,4:25:00, Multiple vehicle,1,No,No,Yes,110
2201702180028,VIC,18-FEB-2017,2,2017,Saturday,15:15:00,Single vehicle,1,No,No,No,100
3201702180034,QLD,18-FEB-2017,2,2017,Saturday,17:00:00,Single vehicle,1,No,No,No,70
5201702180021,WA,18-FEB-2017,2,2017,Saturday,16:45:00, Multiple vehicle,1,No,No,No,110
1201702190038,NSW,19-FEB-2017,2,2017,Sunday,16:15:00, Multiple vehicle,1,No,No,No,110
5201702190022,WA,19-FEB-2017,2,2017,Sunday,5:21:00,Single vehicle,1,No,No,No,110
2201702200029,VIC,20-FEB-2017,2,2017,Monday,8:35:00, Multiple vehicle,1,No,No,No,70
6201702200003,TAS,20-FEB-2017,2,2017,Monday,13:50:00, Multiple vehicle,1,No,Yes,No,100
8201702200002,ACT,20-FEB-2017,2,2017,Monday,12:15:00, Multiple vehicle,1,No,No,No,60
1201702210039,NSW,21-FEB-2017,2,2017,Tuesday,9:48:00, Multiple vehicle,1,No,Yes,No,110
3201702210035,QLD,21-FEB-2017,2,2017,Tuesday,16:00:00, Multiple vehicle,1,Yes,No,No,80
2201702220030,VIC,22-FEB-2017,2,2017,Wednesday,16:00:00, Multiple vehicle,1,No,No,No,100
3201702220036,QLD,22-FEB-2017,2,2017,Wednesday,6:00:00,Single vehicle,1,No,No,No,100
1201702230040,NSW,23-FEB-2017,2,2017,Thursday,18:20:00, Multiple vehicle,1,No,Yes,No,80
1201702230041,NSW,23-FEB-2017,2,2017,Thursday,13:00:00,Single vehicle,1,No,No,No,50
1201702230042,NSW,23-FEB-2017,2,2017,Thursday,21:10:00, Multiple vehicle,1,No,No,No,60
2201702230031,VIC,23-FEB-2017,2,2017,Thursday,7:40:00,Single vehicle,1,No,Yes,No,100
1201702240043,NSW,24-FEB-2017,2,2017,Friday,8:26:00,Pedestrian,1,No,No,No,40
2201702240032,VIC,24-FEB-2017,2,2017,Friday,17:22:00, Multiple vehicle,1,No,Yes,No,80
3201702240037,QLD,24-FEB-2017,2,2017,Friday,22:00:00,Pedestrian,1,Yes,No,No,50
3201702250038,QLD,25-FEB-2017,2,2017,Saturday,3:00:00,Single vehicle,2,No,No,No,60
7201702250004,NT,25-FEB-2017,2,2017,Saturday,2:26:00,Pedestrian,2,No,No,No,100
2201702260033,VIC,26-FEB-2017,2,2017,Sunday,14:45:00, Multiple vehicle,1,No,No,No,100
3201702260039,QLD,26-FEB-2017,2,2017,Sunday,10:00:00,Single vehicle,1,No,No,No,80
2201702270034,VIC,27-FEB-2017,2,2017,Monday,12:05:00, Multiple vehicle,1,No,No,No,110
2201702270035,VIC,27-FEB-2017,2,2017,Monday,7:00:00,Single vehicle,1,No,No,No,100
3201702280040,QLD,28-FEB-2017,2,2017,Tuesday,17:00:00, Multiple vehicle,1,No,No,No,100
3201703010041,QLD,01-MAR-2017,3,2017,Wednesday,9:00:00,Single vehicle,1,No,No,No,100
4201703010009,SA,01-MAR-2017,3,2017,Wednesday,7:13:00,Single vehicle,1,No,No,No,70
4201703010010,SA,01-MAR-2017,3,2017,Wednesday,22:00:00, Multiple vehicle,1,No,No,No,40
1201703020044,NSW,02-MAR-2017,3,2017,Thursday,17:20:00, Multiple vehicle,1,No,No,No,50
3201703020042,QLD,02-MAR-2017,3,2017,Thursday,9:00:00, Multiple vehicle,1,Yes,No,No,60
2201703030036,VIC,03-MAR-2017,3,2017,Friday,13:30:00,Pedestrian,1,No,No,No,60
3201703030043,QLD,03-MAR-2017,3,2017,Friday,12:00:00, Multiple vehicle,1,No,Yes,No,80
2201703040037,VIC,04-MAR-2017,3,2017,Saturday,12:22:00,Single vehicle,1,No,No,No, 
3201703040044,QLD,04-MAR-2017,3,2017,Saturday,1:00:00, Multiple vehicle,1,No,No,No,60
4201703040011,SA,04-MAR-2017,3,2017,Saturday,0:25:00,Pedestrian,1,No,No,No,50
5201703050023,WA,05-MAR-2017,3,2017,Sunday,14:43:00, Multiple vehicle,1,No,No,No,110
3201703060045,QLD,06-MAR-2017,3,2017,Monday,10:00:00,Single vehicle,1,No,No,No,60
5201703060024,WA,06-MAR-2017,3,2017,Monday,11:00:00,Single vehicle,1,No,No,No,110
1201703070045,NSW,07-MAR-2017,3,2017,Tuesday,7:45:00, Multiple vehicle,2,No,No,No,110
2201703070038,VIC,07-MAR-2017,3,2017,Tuesday,16:25:00,Single vehicle,1,No,No,No,100
5201703070025,WA,07-MAR-2017,3,2017,Tuesday,17:15:00,Single vehicle,1,No,No,No,50
4201703090012,SA,09-MAR-2017,3,2017,Thursday,13:30:00,Single vehicle,1,No,No,Yes,60
5201703090026,WA,09-MAR-2017,3,2017,Thursday,2:00:00,Single vehicle,1,No,No,No,110
5201703090027,WA,09-MAR-2017,3,2017,Thursday,20:20:00, Multiple vehicle,1,No,No,No,60
6201703090004,TAS,09-MAR-2017,3,2017,Thursday,11:29:00,Single vehicle,1,No,No,No,50
1201703100046,NSW,10-MAR-2017,3,2017,Friday,7:58:00, Multiple vehicle,1,Yes,No,No,80
1201703100047,NSW,10-MAR-2017,3,2017,Friday,8:30:00,Single vehicle,1,No,No,No,100
2201703100039,VIC,10-MAR-2017,3,2017,Friday,17:42:00, Multiple vehicle,1,No,No,Yes,60
2201703110040,VIC,11-MAR-2017,3,2017,Saturday,11:35:00,Single vehicle,1,No,No,No,80
3201703110046,QLD,11-MAR-2017,3,2017,Saturday,0:00:00, Multiple vehicle,1,No,No,No,70
4201703110013,SA,11-MAR-2017,3,2017,Saturday,3:00:00,Single vehicle,1,No,No,No,110
5201703110028,WA,11-MAR-2017,3,2017,Saturday,4:45:00,Single vehicle,1,No,No,No,20
1201703120048,NSW,12-MAR-2017,3,2017,Sunday,7:50:00,Pedestrian,1,No,No,No,40
2201703120041,VIC,12-MAR-2017,3,2017,Sunday,1:00:00,Single vehicle,1,No,No,No,100
3201703120047,QLD,12-MAR-2017,3,2017,Sunday,23:00:00,Single vehicle,1,No,No,No,70
1201703130049,NSW,13-MAR-2017,3,2017,Monday,20:25:00,Single vehicle,1,No,No,No,100
2201703130042,VIC,13-MAR-2017,3,2017,Monday,23:55:00, Multiple vehicle,1,No,No,No,100
5201703130029,WA,13-MAR-2017,3,2017,Monday,15:15:00,Single vehicle,1,No,No,No,60
2201703140043,VIC,14-MAR-2017,3,2017,Tuesday,8:14:00,Pedestrian,1,No,No,No,50
5201703140030,WA,14-MAR-2017,3,2017,Tuesday,19:39:00, Multiple vehicle,1,No,No,No,50
1201703150050,NSW,15-MAR-2017,3,2017,Wednesday,7:30:00,Single vehicle,1,No,No,No,100
1201703150051,NSW,15-MAR-2017,3,2017,Wednesday,21:00:00,Single vehicle,1,No,No,No,80
1201703160052,NSW,16-MAR-2017,3,2017,Thursday,7:39:00, Multiple vehicle,1,No,No,No,100
1201703160053,NSW,16-MAR-2017,3,2017,Thursday,17:30:00, Multiple vehicle,1,No,No,No,100
2201703160044,VIC,16-MAR-2017,3,2017,Thursday,14:47:00, Multiple vehicle,1,No,Yes,No,80
2201703170045,VIC,17-MAR-2017,3,2017,Friday,6:30:00, Multiple vehicle,1,No,No,Yes,100
4201703170014,SA,17-MAR-2017,3,2017,Friday,18:45:00,Single vehicle,1,No,No,No,50
7201703170005,NT,17-MAR-2017,3,2017,Friday,23:30:00,Single vehicle,1,No,No,No,80
3201703180048,QLD,18-MAR-2017,3,2017,Saturday,10:00:00,Pedestrian,1,No,No,No,50
6201703180005,TAS,18-MAR-2017,3,2017,Saturday,13:20:00, Multiple vehicle,1,No,No,No,100
2201703190046,VIC,19-MAR-2017,3,2017,Sunday,0:25:00, Multiple vehicle,1,No,No,No,80
3201703190049,QLD,19-MAR-2017,3,2017,Sunday,5:00:00,Single vehicle,1,No,No,No,80
3201703200050,QLD,20-MAR-2017,3,2017,Monday,21:00:00, Multiple vehicle,1,No,No,Yes,100
1201703210054,NSW,21-MAR-2017,3,2017,Tuesday,16:00:00,Pedestrian,1,No,No,No,50
2201703210047,VIC,21-MAR-2017,3,2017,Tuesday,2:30:00,Single vehicle,1,No,No,No,70
2201703210048,VIC,21-MAR-2017,3,2017,Tuesday,11:10:00,Single vehicle,1,No,No,No,100
5201703210031,WA,21-MAR-2017,3,2017,Tuesday,8:00:00,Single vehicle,1,No,No,No,110
5201703220032,WA,22-MAR-2017,3,2017,Wednesday,9:45:00, Multiple vehicle,1,No,No,No,70
1201703230055,NSW,23-MAR-2017,3,2017,Thursday,11:50:00, Multiple vehicle,1,No,No,Yes,100
3201703230051,QLD,23-MAR-2017,3,2017,Thursday,15:00:00, Multiple vehicle,1,No,No,Yes,80
5201703230033,WA,23-MAR-2017,3,2017,Thursday,14:28:00, Multiple vehicle,1,No,No,No,50
1201703240056,NSW,24-MAR-2017,3,2017,Friday,5:20:00, Multiple vehicle,2,No,No,Yes,100
2201703240049,VIC,24-MAR-2017,3,2017,Friday,3:28:00,Single vehicle,1,No,No,No,60
2201703240050,VIC,24-MAR-2017,3,2017,Friday,0:30:00,Single vehicle,1,No,No,No,100
2201703240051,VIC,24-MAR-2017,3,2017,Friday,8:30:00, Multiple vehicle,1,No,No,Yes,100
2201703240052,VIC,24-MAR-2017,3,2017,Friday,16:20:00, Multiple vehicle,1,No,No,No,100
5201703240034,WA,24-MAR-2017,3,2017,Friday,11:02:00, Multiple vehicle,1,No,No,Yes,80
1201703250057,NSW,25-MAR-2017,3,2017,Saturday,10:30:00,Single vehicle,1,No,No,No,100
1201703250058,NSW,25-MAR-2017,3,2017,Saturday,13:15:00,Single vehicle,1,No,No,No,100
1201703250059,NSW,25-MAR-2017,3,2017,Saturday,22:25:00,Single vehicle,2,No,No,No,70
1201703250060,NSW,25-MAR-2017,3,2017,Saturday,14:00:00,Single vehicle,1,No,No,No,100
2201703250053,VIC,25-MAR-2017,3,2017,Saturday,2:00:00,Single vehicle,1,No,No,No,60
2201703250054,VIC,25-MAR-2017,3,2017,Saturday,4:14:00,Single vehicle,1,No,No,No,80
1201703260061,NSW,26-MAR-2017,3,2017,Sunday,8:05:00,Pedestrian,1,No,No,No,50
1201703270062,NSW,27-MAR-2017,3,2017,Monday,3:50:00, Multiple vehicle,1,No,Yes,No,60
1201703270063,NSW,27-MAR-2017,3,2017,Monday,16:00:00,Single vehicle,1,No,No,No,100
1201703270064,NSW,27-MAR-2017,3,2017,Monday,6:50:00,Pedestrian,1,No,No,No,60
3201703270052,QLD,27-MAR-2017,3,2017,Monday,1:00:00, Multiple vehicle,1,No,No,No,100
3201703270053,QLD,27-MAR-2017,3,2017,Monday,8:00:00, Multiple vehicle,1,No,No,No,100
2201703280055,VIC,28-MAR-2017,3,2017,Tuesday,14:10:00,Single vehicle,1,No,No,No,100
4201703280015,SA,28-MAR-2017,3,2017,Monday,16:10:00, Multiple vehicle,1,No,No,No,110
1201703290065,NSW,29-MAR-2017,3,2017,Wednesday,20:10:00, Multiple vehicle,1,No,No,Yes,100
1201703290066,NSW,29-MAR-2017,3,2017,Wednesday,13:03:00,Single vehicle,1,No,No,No,60
1201703290067,NSW,29-MAR-2017,3,2017,Wednesday,11:00:00,Pedestrian,1,No,No,No,50
1201703290068,NSW,29-MAR-2017,3,2017,Wednesday,14:00:00, Multiple vehicle,1,No,No,No,70
5201703290035,WA,29-MAR-2017,3,2017,Wednesday,14:40:00,Single vehicle,1,No,No,No,110
2201703300056,VIC,30-MAR-2017,3,2017,Thursday,11:30:00,Single vehicle,1,No,No,No, 
2201703300057,VIC,30-MAR-2017,3,2017,Thursday,6:58:00, Multiple vehicle,1,No,No,Yes,100
4201703300016,SA,30-MAR-2017,3,2017,Thursday,19:10:00,Single vehicle,1,No,No,No,100
5201703300036,WA,30-MAR-2017,3,2017,Thursday,17:40:00,Single vehicle,1,No,No,No,110
7201703300006,NT,30-MAR-2017,3,2017,Thursday,20:40:00,Single vehicle,1,No,No,No,60
1201703310069,NSW,31-MAR-2017,3,2017,Friday,15:15:00, Multiple vehicle,1,No,No,No,100
3201703310054,QLD,31-MAR-2017,3,2017,Friday,15:00:00, Multiple vehicle,1,No,No,No,100
5201703310037,WA,31-MAR-2017,3,2017,Friday,12:40:00,Single vehicle,1,No,No,No,110
8201703310003,ACT,31-MAR-2017,3,2017,Friday,6:25:00, Multiple vehicle,1,No,No,No,100
1201704010070,NSW,01-APR-2017,4,2017,Saturday,9:20:00,Single vehicle,1,No,No,No,80
1201704010071,NSW,01-APR-2017,4,2017,Saturday,15:40:00,Single vehicle,1,No,No,No,100
5201704010038,WA,01-APR-2017,4,2017,Saturday,22:05:00, Multiple vehicle,1,Yes,No,No,70
5201704010039,WA,01-APR-2017,4,2017,Saturday,20:06:00, Multiple vehicle,1,No,No,No,50
7201704010007,NT,01-APR-2017,4,2017,Saturday,5:00:00,Single vehicle,1,No,No,No,130
1201704020072,NSW,02-APR-2017,4,2017,Sunday,0:01:00,Single vehicle,1,No,No,No,50
5201704020040,WA,02-APR-2017,4,2017,Sunday,4:30:00,Single vehicle,1,No,No,No,110
1201704030073,NSW,03-APR-2017,4,2017,Monday,13:30:00,Single vehicle,3,No,No,No,60
2201704030058,VIC,03-APR-2017,4,2017,Monday,23:35:00,Single vehicle,1,No,No,No,110
5201704030041,WA,03-APR-2017,4,2017,Monday,17:30:00,Single vehicle,1,No,No,No,50
1201704040074,NSW,04-APR-2017,4,2017,Tuesday,11:43:00, Multiple vehicle,2,No,No,Yes,90
1201704040075,NSW,04-APR-2017,4,2017,Tuesday,10:15:00, Multiple vehicle,1,No,No,Yes,100
2201704040059,VIC,04-APR-2017,4,2017,Tuesday,8:10:00,Single vehicle,1,No,No,No,80
3201704040055,QLD,04-APR-2017,4,2017,Tuesday,22:00:00,Single vehicle,1,No,No,No,80
1201704050076,NSW,05-APR-2017,4,2017,Wednesday,13:30:00, Multiple vehicle,1,No,Yes,No,80
